STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,GEOID,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,total_households,households_no_minors,percent_no_minors
41,051,006601,2,410510066012,Block Group 2,G5030,S,537450,0,+45.4734402,-122.7384602,504,371,73.6
41,051,003402,2,410510034022,Block Group 2,G5030,S,234132,0,+45.5514071,-122.6688855,759,177,23.3
41,051,004700,3,410510047003,Block Group 3,G5030,S,148623,0,+45.5257433,-122.6985009,962,258,26.8
41,051,006001,1,410510060011,Block Group 1,G5030,S,709972,0,+45.4893895,-122.6834994,510,209,41.0
41,051,003301,1,410510033011,Block Group 1,G5030,S,266233,0,+45.5587437,-122.6519243,508,205,40.4
41,051,000902,3,410510009023,Block Group 3,G5030,S,271036,0,+45.4936424,-122.6374143,585,349,59.7
41,051,002901,1,410510029011,Block Group 1,G5030,S,274267,0,+45.5531240,-122.5825904,463,360,77.8
41,051,000601,4,410510006014,Block Group 4,G5030,S,393746,0,+45.4860829,-122.5760634,480,267,55.6
41,051,008902,2,410510089022,Block Group 2,G5030,S,840300,1956,+45.4632755,-122.5590665,436,233,53.4
41,051,006702,1,410510067021,Block Group 1,G5030,S,747312,0,+45.4793549,-122.7084547,917,563,61.4
41,051,006801,1,410510068011,Block Group 1,G5030,S,1422043,0,+45.4926851,-122.7354797,1033,565,54.7
41,051,006802,1,410510068021,Block Group 1,G5030,S,1185896,0,+45.4949611,-122.7188702,623,514,82.5
41,051,006802,2,410510068022,Block Group 2,G5030,S,1040586,0,+45.4873433,-122.7181545,938,512,54.6
41,051,007400,1,410510074001,Block Group 1,G5030,S,645224,0,+45.5654983,-122.5999594,514,246,47.9
41,051,007500,1,410510075001,Block Group 1,G5030,S,751760,0,+45.5594472,-122.6034468,773,263,34.0
41,051,000301,1,410510003011,Block Group 1,G5030,S,260287,0,+45.4876006,-122.6229897,566,254,44.9
41,051,000301,2,410510003012,Block Group 2,G5030,S,1426322,57531,+45.4820126,-122.6346895,344,283,82.3
41,051,000302,4,410510003024,Block Group 4,G5030,S,1138382,19383,+45.4663112,-122.6335687,470,316,67.2
41,051,000302,5,410510003025,Block Group 5,G5030,S,389066,0,+45.4694214,-122.6292211,381,323,84.8
41,051,007500,2,410510075002,Block Group 2,G5030,S,725915,0,+45.5520813,-122.6091214,365,211,57.8
41,051,007500,3,410510075003,Block Group 3,G5030,S,681662,0,+45.5591606,-122.6149871,849,363,42.8
41,051,007600,1,410510076001,Block Group 1,G5030,S,1048428,0,+45.5609431,-122.5845168,696,386,55.5
41,051,000302,6,410510003026,Block Group 6,G5030,S,443267,0,+45.4752114,-122.6315902,399,335,84.0
41,051,000401,1,410510004011,Block Group 1,G5030,S,355362,0,+45.4884487,-122.6145215,449,267,59.5
41,051,000401,2,410510004012,Block Group 2,G5030,S,329367,0,+45.4833451,-122.6115815,330,174,52.7
41,051,000401,3,410510004013,Block Group 3,G5030,S,462635,0,+45.4791991,-122.6147080,386,263,68.1
41,051,000402,1,410510004021,Block Group 1,G5030,S,410812,0,+45.4878826,-122.6039829,579,320,55.3
41,051,000402,2,410510004022,Block Group 2,G5030,S,354913,0,+45.4831790,-122.6041619,382,240,62.8
41,051,000402,3,410510004023,Block Group 3,G5030,S,404967,0,+45.4783913,-122.6041750,582,233,40.0
41,051,000501,3,410510005013,Block Group 3,G5030,S,323219,0,+45.4794468,-122.5970331,525,333,63.4
41,051,000501,4,410510005014,Block Group 4,G5030,S,280506,0,+45.4862462,-122.5969461,354,155,43.8
41,051,000502,4,410510005024,Block Group 4,G5030,S,329703,0,+45.4819532,-122.5867850,515,282,54.8
41,051,000601,1,410510006011,Block Group 1,G5030,S,809494,0,+45.4862695,-122.5621787,887,490,55.2
41,051,000601,2,410510006012,Block Group 2,G5030,S,270480,0,+45.4800545,-122.5602270,278,151,54.3
41,051,000601,3,410510006013,Block Group 3,G5030,S,559597,0,+45.4839962,-122.5694776,535,218,40.7
41,051,000602,2,410510006022,Block Group 2,G5030,S,609131,0,+45.4707854,-122.5745309,622,368,59.2
41,051,008301,1,410510083011,Block Group 1,G5030,S,823864,0,+45.4937809,-122.5722012,635,319,50.2
41,051,008301,2,410510083012,Block Group 2,G5030,S,484434,0,+45.5009419,-122.5694497,539,285,52.9
41,051,008302,1,410510083021,Block Group 1,G5030,S,1216530,0,+45.5002808,-122.5567061,756,419,55.4
41,051,001601,4,410510016014,Block Group 4,G5030,S,1112259,77424,+45.5121257,-122.5957730,761,280,36.8
41,051,001601,5,410510016015,Block Group 5,G5030,S,325819,0,+45.5176777,-122.5885526,329,237,72.0
41,051,001702,1,410510017021,Block Group 1,G5030,S,566167,0,+45.5294642,-122.5738402,718,271,37.7
41,051,001702,2,410510017022,Block Group 2,G5030,S,386238,0,+45.5245640,-122.5729283,418,316,75.6
41,051,001801,1,410510018011,Block Group 1,G5030,S,347866,0,+45.5291174,-122.5997318,676,244,36.1
41,051,001802,2,410510018022,Block Group 2,G5030,S,402075,0,+45.5179486,-122.6091794,625,329,52.6
41,051,001900,1,410510019001,Block Group 1,G5030,S,403396,0,+45.5293707,-122.6192311,611,305,49.9
41,051,001900,3,410510019003,Block Group 3,G5030,S,500967,10493,+45.5231381,-122.6271349,509,408,80.2
41,051,002203,1,410510022031,Block Group 1,G5030,S,765809,0,+45.5445068,-122.6715403,1042,121,11.6
41,051,002203,3,410510022033,Block Group 3,G5030,S,193400,0,+45.5437142,-122.6608793,359,120,33.4
41,051,002402,2,410510024022,Block Group 2,G5030,S,221345,0,+45.5321793,-122.6487171,796,188,23.6
41,051,002402,3,410510024023,Block Group 3,G5030,S,488997,0,+45.5338214,-122.6542366,423,158,37.4
41,051,002501,4,410510025014,Block Group 4,G5030,S,220988,0,+45.5405103,-122.6432182,262,205,78.2
41,051,002501,6,410510025016,Block Group 6,G5030,S,218774,0,+45.5466963,-122.6431801,216,161,74.5
41,051,002600,3,410510026003,Block Group 3,G5030,S,462390,0,+45.5373917,-122.6267560,402,259,64.4
41,051,002702,2,410510027022,Block Group 2,G5030,S,446801,0,+45.5326356,-122.6150222,1276,533,41.8
41,051,005800,1,410510058001,Block Group 1,G5030,S,549426,0,+45.5073158,-122.6902660,359,172,47.9
41,051,005800,3,410510058003,Block Group 3,G5030,S,344752,0,+45.4958074,-122.6891211,405,263,64.9
41,051,006100,2,410510061002,Block Group 2,G5030,S,703139,0,+45.4818492,-122.6994492,418,309,73.9
41,051,006200,2,410510062002,Block Group 2,G5030,S,453137,0,+45.4659611,-122.6901425,357,239,66.9
41,051,006402,1,410510064021,Block Group 1,G5030,S,510602,0,+45.4546693,-122.7067037,527,372,70.6
41,051,006502,1,410510065021,Block Group 1,G5030,S,830395,0,+45.4615235,-122.7191630,869,575,66.2
41,051,006601,1,410510066011,Block Group 1,G5030,S,1037928,0,+45.4711319,-122.7308122,785,396,50.4
41,051,006602,1,410510066021,Block Group 1,G5030,S,588438,0,+45.4683652,-122.6972694,548,387,70.6
41,051,006702,2,410510067022,Block Group 2,G5030,S,639308,0,+45.4801325,-122.7190482,469,328,69.9
41,051,002901,4,410510029014,Block Group 4,G5030,S,600657,0,+45.5523843,-122.5972361,767,404,52.7
41,051,002903,4,410510029034,Block Group 4,G5030,S,506833,0,+45.5450141,-122.5753907,516,216,41.9
41,051,003000,1,410510030001,Block Group 1,G5030,S,397962,0,+45.5605202,-122.6255108,432,262,60.6
41,051,003100,1,410510031001,Block Group 1,G5030,S,325930,0,+45.5608697,-122.6357734,684,424,62.0
41,051,003100,3,410510031003,Block Group 3,G5030,S,319908,0,+45.5534778,-122.6350253,362,281,77.6
41,051,003200,2,410510032002,Block Group 2,G5030,S,277364,0,+45.5572549,-122.6453384,422,257,60.9
41,051,003200,3,410510032003,Block Group 3,G5030,S,225583,0,+45.5539931,-122.6451710,273,149,54.6
41,051,003501,4,410510035014,Block Group 4,G5030,S,226891,0,+45.5591454,-122.6768099,468,145,31.0
41,051,003501,1,410510035011,Block Group 1,G5030,S,202791,0,+45.5593781,-122.6804749,359,59,16.4
41,051,003502,1,410510035021,Block Group 1,G5030,S,398596,0,+45.5520579,-122.6784894,722,224,31.0
41,051,003601,4,410510036014,Block Group 4,G5030,S,304817,0,+45.5655156,-122.6582288,283,95,33.6
41,051,003701,2,410510037012,Block Group 2,G5030,S,287798,0,+45.5721884,-122.6650800,517,306,59.2
41,051,003702,3,410510037023,Block Group 3,G5030,S,384207,0,+45.5662924,-122.6718622,377,125,33.2
41,051,003801,3,410510038013,Block Group 3,G5030,S,436217,0,+45.5817022,-122.6896666,614,254,41.4
41,051,004002,2,410510040022,Block Group 2,G5030,S,315867,0,+45.5779601,-122.7229192,339,190,56.0
41,051,004601,2,410510046012,Block Group 2,G5030,S,2410667,14938,+45.5135483,-122.7148148,756,442,58.5
41,051,004700,1,410510047001,Block Group 1,G5030,S,350184,0,+45.5336305,-122.7062619,799,283,35.4
41,051,000301,3,410510003013,Block Group 3,G5030,S,429263,0,+45.4875795,-122.6300636,706,371,52.5
41,051,001101,2,410510011012,Block Group 2,G5030,S,251313,0,+45.5157694,-122.6516255,1025,175,17.1
41,051,003601,1,410510036011,Block Group 1,G5030,S,245046,0,+45.5655274,-122.6525358,321,137,42.7
41,051,000802,2,410510008022,Block Group 2,G5030,S,255453,0,+45.4921076,-122.6054193,405,146,36.0
41,051,000802,3,410510008023,Block Group 3,G5030,S,374150,0,+45.4918726,-122.6157622,633,288,45.5
41,051,001000,5,410510010005,Block Group 5,G5030,S,408560,0,+45.4977862,-122.6569425,619,281,45.4
41,051,003902,3,410510039023,Block Group 3,G5030,S,300214,0,+45.5736967,-122.6989543,409,269,65.8
41,051,003802,2,410510038022,Block Group 2,G5030,S,324155,0,+45.5735061,-122.6846977,517,323,62.5
41,051,008700,2,410510087002,Block Group 2,G5030,S,722465,0,+45.4721636,-122.6039021,610,354,58.0
41,051,000302,3,410510003023,Block Group 3,G5030,S,280988,0,+45.4672871,-122.6193602,304,201,66.1
41,051,000401,4,410510004014,Block Group 4,G5030,S,209287,0,+45.4847141,-122.6175087,342,236,69.0
41,051,000501,1,410510005011,Block Group 1,G5030,S,257825,0,+45.4847220,-122.5919567,392,186,47.4
41,051,000501,2,410510005012,Block Group 2,G5030,S,266699,0,+45.4788431,-122.5918820,567,228,40.2
41,051,000502,2,410510005022,Block Group 2,G5030,S,188743,0,+45.4817186,-122.5817287,289,159,55.0
41,051,000602,1,410510006021,Block Group 1,G5030,S,425081,0,+45.4758971,-122.5648214,466,144,30.9
41,051,000701,4,410510007014,Block Group 4,G5030,S,268067,0,+45.5034108,-122.5955257,367,182,49.6
41,051,000702,1,410510007021,Block Group 1,G5030,S,372117,0,+45.4938429,-122.5817528,391,281,71.9
41,051,000702,3,410510007023,Block Group 3,G5030,S,320384,0,+45.4938561,-122.5937557,702,462,65.8
41,051,000702,4,410510007024,Block Group 4,G5030,S,313001,0,+45.4941361,-122.5989239,417,222,53.2
41,051,000602,3,410510006023,Block Group 3,G5030,S,283879,0,+45.4759343,-122.5742046,437,353,80.8
41,051,007201,2,410510072012,Block Group 2,G5030,S,894912,2309852,+45.6072989,-122.6650502,657,283,43.1
41,051,004800,2,410510048002,Block Group 2,G5030,S,83544,0,+45.5244008,-122.6943075,864,79,9.1
41,051,000301,4,410510003014,Block Group 4,G5030,S,155034,0,+45.4875337,-122.6359322,566,206,36.4
41,051,002401,1,410510024011,Block Group 1,G5030,S,428350,0,+45.5460067,-122.6526722,573,425,74.2
41,051,001302,1,410510013021,Block Group 1,G5030,S,193207,0,+45.5104150,-122.6261822,455,236,51.9
41,051,001400,1,410510014001,Block Group 1,G5030,S,256659,0,+45.5166310,-122.6199487,669,210,31.4
41,051,001400,5,410510014005,Block Group 5,G5030,S,183433,0,+45.5068593,-122.6199909,286,162,56.6
41,051,001500,1,410510015001,Block Group 1,G5030,S,466809,0,+45.5111605,-122.6042006,625,470,75.2
